web-scraper-order,web-scraper-start-url,aircraft_type,aircraft_type-href,aircraft_comments
"1612887650-22709","https://www.seatguru.com/airlines/Delta_Airlines/information.php","Airbus A319 (319)","https://www.seatguru.com/airlines/Delta_Airlines/Delta_Airlines_Airbus_A319_31J.php","AVOID this aircraft - the bathroom is SO small that I could NOT use it. I am 5'2"" and weigh 130lbs. If I cant fit, how can an average size man. Impossible! Inhumane - and I am a diamond Million Miler on the airline. Is delta now asking passangerts not to use a lavatory during flight! These are smaller than on a regional jet. Insulting"
"1612887576-20108","https://www.seatguru.com/airlines/British_Airways/information.php","Boeing 777-200 (772) Four Class","https://www.seatguru.com/airlines/British_Airways/British_Airways_Boeing_777-200.php","Comfortable seat that us a flat bed. Very odd layout of suite though, especially TV screen."
"1612887578-20308","https://www.seatguru.com/airlines/British_Airways/information.php","Boeing 747-400 (744) Layout 2","https://www.seatguru.com/airlines/British_Airways/British_Airways_Boeing_747-400_D.php","Seat 63J and 63K, BA0295 LHR-ORD 25th May 2016.  A quiet little space on the top floor; easy access to both seats.  There are useful extra lockers along the inside of the hull, for seats in Rowe A and K.

Dedicated service from a small teat for these 20 seats.  A great way to fly!

Mike"
"1612887571-20077","https://www.seatguru.com/airlines/British_Airways/information.php","Boeing 777-200 (772) Three Class Layout 1","https://www.seatguru.com/airlines/British_Airways/British_Airways_Boeing_777-200B_2.php","I had this seat for my recent flight and all was perfect - little distraction from being near the toilet and also at Gatwick was nearest the exit (port) to get off the plane - great seat and service"
"1612887445-18221","https://www.seatguru.com/airlines/American_Airlines/information.php","Airbus A319 (319)","https://www.seatguru.com/airlines/American_Airlines/American_Airlines_Airbus_A319.php","With the new upgrade, the tray tables in the exit row are in the seat back in front of you and the arm rests are movable."
"1612887441-18015","https://www.seatguru.com/airlines/American_Airlines/information.php","Airbus A321 (321) Layout 1","https://www.seatguru.com/airlines/American_Airlines/American_Airlines_Airbus_A321_V2.php","This seat has TWO entertainment control boxes under the seat in front.  This leaves less foot space than any other position.   This is a horrible seat for the long footed or those who plan to put anything below.  A std bookbag will not fit.  There is also a raft stored overhead.  This row sucks."
"1612887600-21308","https://www.seatguru.com/airlines/Emirates_Airlines/information.php","Airbus A380-800 (388) Three Class Layout 1","https://www.seatguru.com/airlines/Emirates_Airlines/Emirates_Airlines_Airbus_A380.php","4K is a little noisier than 4A but still imho a very good seat choice."
"1612887361-16511","https://www.seatguru.com/airlines/Lufthansa/information.php","Bombardier CRJ-900","https://www.seatguru.com/airlines/Lufthansa/Lufthansa_CRJ-900.php","With the engines of the aircraft at the rear, the cabin further up is notably quieter. Seats are actually more comfortable than the super-slimline NEK seats in the mainline LH fleet. Overhead compartments are small so roller and larger bags will be checked at the gate."
"1612887451-18588","https://www.seatguru.com/airlines/American_Airlines/information.php","Boeing 777-300ER (77W)","https://www.seatguru.com/airlines/American_Airlines/American_Airlines_777-300_ER.php","My flight is DFW to HKG. The seat width is 17"" only even an Asian feel tight for long  haul flight. Moreover, the seats are  almost full. A man is seating at the middle as well ....
The meals and entertainment are quite well. The Asian FA are working much harder than American FA."
"1612887439-17973","https://www.seatguru.com/airlines/American_Airlines/information.php","Airbus A321 (321) Layout 2","https://www.seatguru.com/airlines/American_Airlines/American_Airlines_Airbus_A321_V3.php","I flew on this aircraft from San Francisco (SFO) to Phoenix (PHX). When I flew on this aircraft U.S. airways' last flight had only been 2 weeks prior, so while the plane still had a U.S. airways livery. This aircraft was old and worn, the seats were torn and the air conditioning barely worked ( it also made an awful whistling noise). While the aircraft's condition left much to be desired, the plane's layout was much better than what most planes have. I am 5 9"" but my knees did not even come close to touching the seat in front of me. Overall I would say good layout, bad condition 3/5 stars"
"1612887674-23209","https://www.seatguru.com/airlines/Delta_Airlines/information.php","Airbus A330-300 (333)","https://www.seatguru.com/airlines/Delta_Airlines/Delta_Airlines_Airbus_A330_200_new.php","We were happy with these seats.  They are reasonably comfortable with easy access on and off the plane.  Decent width and pitch.  Proximity to galley wasn't a problem and we were among the first for food and beverage service."
"1612887632-22090","https://www.seatguru.com/airlines/Delta_Airlines/information.php","Boeing 757-200 (757)","https://www.seatguru.com/airlines/Delta_Airlines/Delta_Airlines_Boeing_757-200.php","20E is standard C+ seat.  With the galley being close and boarding from 2L, definitely a lot going on.  Even though you may see the TV icon indicating monitors, don't get excited.  Monitors are very old and many have very blurry and colorless pictures."
"1612887439-17970","https://www.seatguru.com/airlines/American_Airlines/information.php","Airbus A321 (321) Layout 2","https://www.seatguru.com/airlines/American_Airlines/American_Airlines_Airbus_A321_V3.php","There is no in-flight entertainment system unless you use your own device/laptop and pay for access to films shown on the plane's wifi.  There are also no powers plugs.  This is acceptable for short flights but not great for longer flights (e.g., my 5 hour flight from JFK to PHX)."
"1612887600-21406","https://www.seatguru.com/airlines/Emirates_Airlines/information.php","Airbus A380-800 (388) Three Class Layout 1","https://www.seatguru.com/airlines/Emirates_Airlines/Emirates_Airlines_Airbus_A380.php","One should avoid this seat - the gain in extra legroom is minimal and the proximity to the galley makes it awful. Also people going back and forth all the time."
"1612887559-19648","https://www.seatguru.com/airlines/British_Airways/information.php","Boeing 787-9 (789)","https://www.seatguru.com/airlines/British_Airways/British_Airways_Boeing_787-9.php","34A window seat with Audio Visual box at your feet - so basically no leg room. 34B even worse - in the middle with a box as well. 34C has no AV box and aisle - the windows are big and a novelty - but dont bother and take the leg room."
"1612887369-16552","https://www.seatguru.com/airlines/Lufthansa/information.php","Airbus A321 (321)","https://www.seatguru.com/airlines/Lufthansa/Lufthansa_Airbus_A321_NEK.php","Seat 24F does not recline, perhaps due to the emergency exit behind it.
I did not try the other seats in row 24."
"1612887451-18711","https://www.seatguru.com/airlines/American_Airlines/information.php","Boeing 777-300ER (77W)","https://www.seatguru.com/airlines/American_Airlines/American_Airlines_777-300_ER.php","AA has managed to squeeze an additional economy seat across its 773 fleet, and has reduced legroom, too.  It was like sitting in a E-145 from JFK to LHR.  Seating was so tight that most pax did not recline their seats for fear of bumping their neighbor's knees.  Lady sitting in front of my wife reclined fully.  Seat back was only inches from her face ( and she's fairly petite).   Although the new entertainment system is the best of any airline, it couldn't make up for the cramped economy seats.  Even the flight attendants were complaining of the aisle width when hauling carts through.  Premium economy is sized like Delta's standard trans-con economy.   Sorry AA.  We tried."
"1612887383-16899","https://www.seatguru.com/airlines/Lufthansa/information.php","Airbus A380-800 (388)","https://www.seatguru.com/airlines/Lufthansa/Lufthansa_Airbus_A380_V3.php","I was booked for 76E in front of the bulkhead. These places are ususally booked for families with babies and small childs. It happend that I was squeezed between two mommies with their babies. Since I'm 182cm tall I couldn't stretch my legs which is quite painful. I was happy to get the seat exchanged and was able to get seat 63K instead."
"1612887451-18599","https://www.seatguru.com/airlines/American_Airlines/information.php","Boeing 777-300ER (77W)","https://www.seatguru.com/airlines/American_Airlines/American_Airlines_777-300_ER.php","Business class seats on this plane are great. I always travel business class and I can tell these seats are really good."
