Column1;Column2;Column3;Column4;Column5
1612804327-688;https://www.seatguru.com/airlines/British_Airways/information.php;Boeing 777-300 (773);https://www.seatguru.com/airlines/British_Airways/British_Airways_Boeing_777_300.php;We got upgraded free of charge to Business class, 2 adults and one infant (the extremely quiet type of infant, relax...)and we loved it so much we are doing it again for Christmas 2015. The crew is amazing, seats are extremely comfortable, on board entertainment was really good. Long story short, everything was perfect, it barely felt like an 11h flight. It's totally worth the money, we got tickets early for our next trip and the price was great! BA is the best airline ever. Even in economy and economy premium class we always had good experiences with crew and seating arrangements. Strongly recommend it in any class category.
1612804349-1618;https://www.seatguru.com/airlines/British_Airways/information.php;Airbus A380-800 (388);https://www.seatguru.com/airlines/British_Airways/British_Airways_Airbus_A380_new.php;"Great legroom, but the seat cushion is paper thin.
I could feel the metal bars under the seat. I had to seat on a blanket for padding."
1612804343-1027;https://www.seatguru.com/airlines/British_Airways/information.php;Boeing 747-400 (744) Layout 2;https://www.seatguru.com/airlines/British_Airways/British_Airways_Boeing_747-400_D.php;"By the look of the seats on the plane we flew on from LHR - BOS, we were in an overhauled version of Premium Economy on the 747.  My husband is 6'4"" and very happy with the leg room in seat 36D (aisle).  I found the seat to be a good width and what I would expect in the Premium cabin - far better that the one in the 777 we flew back on that clearly hadn't been updated.  The screen in the seat back in front was larger than you would get in economy, clear and responsive to touch controls.  The food served was definitely edible but nothing out-of-this-world!"
1612804292-84;https://www.seatguru.com/airlines/British_Airways/information.php;Airbus A321 (321) European;https://www.seatguru.com/airlines/British_Airways/British_Airways_Airbus_A321_D.php;"Nice flight in a very new looking A321(not sure which version).
27F a good seat for looking out - not above the wing.
BUT warning BA make you pay to prebook seats - that includes if you want to change the seat they allot to you - even when you check in on-line. 
Think of using another airline if they don't try to make these additional revenues."
1612804346-1175;https://www.seatguru.com/airlines/British_Airways/information.php;Boeing 747-400 (744) Layout 1;https://www.seatguru.com/airlines/British_Airways/British_Airways_Boeing_747-400_C.php;We flew from JFK to LHR on 747 upstairs. The Atmosphere was relaxing with Good Service. The seat was comfortable and no complaints about the wine or food. Watched a couple of movies while husband slept. Seems like no time at all we were landing in London. Great flight!
1612804349-1501;https://www.seatguru.com/airlines/British_Airways/information.php;Airbus A380-800 (388);https://www.seatguru.com/airlines/British_Airways/British_Airways_Airbus_A380_new.php;Seats were ok, reasonable amount of leg room.  The storage locker next to them was an added bonus albeit we had problems opening the lid.  The seats don't line up with those in row 70 and both those have electronic boxes under them making you sit at a slight angle.
1612804349-1462;https://www.seatguru.com/airlines/British_Airways/information.php;Airbus A380-800 (388);https://www.seatguru.com/airlines/British_Airways/British_Airways_Airbus_A380_new.php;Great biz class (Club world) seat to hideaway, and get good rest. But extremely annoying that the attendants reach over or turn down the divider to the outside person that is sleeping in order to pass food. I finally said, that is rude, please come around. I will try upperdeck middle single seats next time.
1612804336-762;https://www.seatguru.com/airlines/British_Airways/information.php;Boeing 777-200 (772) Three Class Layout 1;https://www.seatguru.com/airlines/British_Airways/British_Airways_Boeing_777-200B_2.php;"We took this plane to and from London Gatwick to Mauritius.  It's a 12 hour flight as as a 5ft 9 pregnant lady I wanted to guarantee leg room so opted for 17H.
Pros: Leg room without paying extra for exit row or bulk head seats
No seat in front so ample space
Cons: There is no window, no under seat storage and the row behind the bulk head seats which potentially means you're near 3-4 babies crying!
However the leg room was the most important aspect to me and hence was worth it."
1612804319-291;https://www.seatguru.com/airlines/British_Airways/information.php;Boeing 787-9 (789);https://www.seatguru.com/airlines/British_Airways/British_Airways_Boeing_787-9.php;Probably the worst seat on the aircraft, I chose this as  window seat but to my horror found out that there is no window in this seat.  Most uncomfortable and claustrophobic flight of my life
1612804319-349;https://www.seatguru.com/airlines/British_Airways/information.php;Boeing 787-9 (789);https://www.seatguru.com/airlines/British_Airways/British_Airways_Boeing_787-9.php;Terrible configuration for such a great plane. Having flown in business, premium and now economy the economy seat legroom is a joke with an electrical box robbing almost half the space for your feet. seems to be an inherent problem for all BA 787s in economy - beware
1612804322-407;https://www.seatguru.com/airlines/British_Airways/information.php;Boeing 787-8 (788);https://www.seatguru.com/airlines/British_Airways/British_Airways_Boeing_787-8.php;3A is a mixed bag if a seat. Positves: direct isle access, window seat and great view of the engine/wing. Negatives: noisy as near galley. Very noisy!
1612804349-1306;https://www.seatguru.com/airlines/British_Airways/information.php;Airbus A380-800 (388);https://www.seatguru.com/airlines/British_Airways/British_Airways_Airbus_A380_new.php;Excellent pair of seats in WT+, perfect for couples travelling together. Tons of leg room and a nice adjustable foot rest as well. The seat reclines very far, but when the seat in front of yours is reclined, it makes it a bit challenging to leave your own seat. All rows in WT+ (seats A, B, J, K) have two large side cubbies for your belongings, except row 63 (J and K) which only has one cubby as the other cubby is locked and does not open. IFE system was excellent with lots of good new releases, but it did go down on both flights I had for about one hour. Bathrooms in WT+ are at the back of the cabin and must be shared with WT which is a bit annoying. You have to go through the curtain into WT to enter the bathroom.
1612804322-405;https://www.seatguru.com/airlines/British_Airways/information.php;Boeing 787-8 (788);https://www.seatguru.com/airlines/British_Airways/British_Airways_Boeing_787-8.php;"Forgot to add - this seat is at the back of business class.  So don't expect to get your first choice of meal.
They ran out of the best choice about half way down.  Well done, BA.
Maybe this is why somebody would pay for seat selection?"
