date|comment|rating|airline
|Flight to Reno. Flight and service were good. One minor glitch with screen on outbound flight. The screen did not function so I was unable to listen to mucic or watch any video. Food was very good. I appreciated that fish was offered as a entree on the return trip as it was a Friday in Lent.…|40|Delta
3 Helpful votes|On Time Under Tough Circumstances. Our leaving flight Feb 23 actually originated at GSP (Greenvile-Spartanburg SC) which was garden variety both ways, but the international flights were Delta 84 from ATL to CDG (Paris) and Delta 83 CDG to ATL. Both flights left and arrived on time and were comfortable. My…|40|Delta
|Delta Rises to the Top. Once again, very impressed with Delta. From the professionalism of their staff and pilots to the cleanliness of the aircraft. Most importantly how they are handling the corona virus. They were taking all precautions with their staff and their customers. Extra cleaning took…|50|Delta
|Delta sucks. At one time this was a good airline. Somewhere along the line they got greedy. First of all my seat was cramped and sore and worst of all they forgot to put my bag on the plaine. I will say their customer service will bend over backwards for you as the did help me on my visa.…|20|Delta
|Flights delayed. We were an hour late leaving Grand Rapids due to deicing a number of flights before as well as ours. We came close to missing our connecting flight as they were boarding the last people as we got to the gate.|30|Delta
|Nice aircraft, decent service, terrible lavatories. Flew both legs of our recent trip to PHX on Delta, in a newish A321. Check-in, boarding, good flight attendants. Used the aft lavatories on both flights. Absolutely unbelievable small lavatories. My shoulders would not fit into the lav, and I am not Andre the Giant. …|30|Delta
|What a change. Everything they have done to make flying Delta like flying one of the perennial best-liked airlines has worked marvelously ! The departing cocktail, the paper menu, the hot towels, the amenities bag, the entrees and desserts, the free drinks, and the Toblerone candy as a goodbye…|50|Delta
|Delta-MCO to MSP & MSP to MCO. We usually fly Delta Comfort + & we feel it's worth a little additional cost to have a bit more comfort, mainly leg room. Delta's onboard entertainment was good. Watched a very good movie, but I've got noise-cancelling headphones that really help with great sound.|50|Delta
1 Helpful vote|Due to the pending cancellation of event. Delta website had a checkbox to purchase trip insurance (just a box). Purchased it, it was added to the ticket price. Event canceled. Trip canceled. Claim was rejected (not medical or death).|10|Delta
|First class bad service. Not much on service, upon boarding drink order ignored. During flight lavatory not freshened up floor wet no paper towels. Breakfast arrival meal terrible, spicy, dry. Armrest and tray table button hard to work, stiff, observed others having problems with these also.|40|Delta
|Outstanding. Always fly Delta. Consistently helpful, informative, responsive, pleasant, organized. I find my being patient, friendly can also inspire the agent to respond so and then problems can get resolved. Customer Service Center at terminals are very helpful and they have the time to…|50|Delta
|Excellent customer service. This was the first time we have booked economy for the first time. This made me nervous as there were 6 of us. However, the agents were were great and all our seats were together. On our flight back I had some medical issues with my Asthma and the agent gave all of us priority…|50|Delta
1 Helpful vote|Delta Does Well. I continue to find that Delta is one of our better airlines today. They do a good job managing their flight schedules and boarding. Way too many people bring the carry on baggage, which is your right, only to have to check it because the bins are full. No reason to fuss about…|40|Delta
1 Helpful vote|Flight from Detroit to Paris. I have flown Delta many times, including internationally. This particular flight our seats were in the last row before a bank of restrooms. I discourage anyone to choose these seats if you need overhead storage....there isn't any for these seats. The overhead bin for these…|50|Delta
|From TYS to KOA - fantastic!. Delta had the best price and flight times, plus I was given free drink tickets at the check-in counter! What a great start to a 15 hour, 2 connection flight! All bags arrived like they should and there were no inconveniences, like boarding delays. I found there to be a fantastic…|50|Delta
|Service sucks. Delta has tried to improve their in-flight service, kudus to them. Nice upgraded food, but a serious lack of attitude refining. Their newest thing is to ignore you when you attempt to flag them down. I was stuck between the window and two passengers & couldn't get anyone for…|30|Delta
